type,enum,name,valid,value (metric),x (mm),y (mm),z (mm)
landmark,188,BustWithDropBack,True,,-12.503400351980583,1114.075508244132,-109.7144145705601
landmark,189,BustWithDropLeft,True,,140.6729035951866,1128.6080258469185,-0.36904496429198
landmark,190,BustWithDropRight,True,,-151.67988306638975,1120.0786425797573,-3.9123824560673133
landmark,191,HipWidestFront,True,,0.7545488387165888,767.8591958939269,64.27975461436634
landmark,192,HipWidestBack,True,,-5.086793033362812,726.0682956734067,-119.64462630198823
landmark,193,HipWidestLeft,True,,184.1946758670121,742.0503691301834,-65.06751696663603
landmark,194,HipWidestRight,True,,-190.9310926122871,737.0215418349779,-0.4498849553626409
landmark,195,WaistAt50Front,True,,2.5842471419461397,983.0183108078688,115.45352100170487
landmark,196,WaistAt50Back,True,,-10.402761567888655,1004.3503134656361,-81.0229044391456
landmark,197,WaistAt50Left,True,,131.3809297460143,986.0260597185348,-12.603041380395887
landmark,198,WaistAt50Right,True,,-137.947099801096,983.7597850634262,3.5269577565352606
