type,enum,name,valid,value (metric),x (mm),y (mm),z (mm)
landmark,159,Bust300DegreesRight,True,,-69.49922188595365,1461.123482173817,64.86930092966298
landmark,160,Bust330DegreesRight,True,,-45.979339080633174,1420.328986681884,83.2563973298208
landmark,161,NeckMidLeft,True,,32.28961336833939,1599.75716232282,-10.619070028238205
landmark,162,NeckMidRight,True,,-90.38715253227699,1592.3614424658317,-5.0432205237579
landmark,163,ActualAnkleLeftLegFront,True,,168.37364969560105,106.04091544533414,-25.107810658794907
landmark,164,ActualAnkleLeftLegBack,True,,175.94826695947668,99.50152798032512,-105.02756855481007
landmark,165,ActualAnkleLeftLegLeft,True,,197.02970187689053,99.87371951206167,-58.993914963468306
landmark,166,ActualAnkleLeftLegRight,True,,156.3317667297049,99.57625689653206,-26.216977927837327
landmark,167,ActualAnkleRightLegFront,True,,-176.22876600524228,96.30373545110284,-16.858056079787218
landmark,168,ActualAnkleRightLegBack,True,,-176.2139689395358,98.79088193407436,-104.26432769245456
landmark,169,ActualAnkleRightLegLeft,True,,-155.30753540811162,98.95752204770318,-26.14934495735854
landmark,170,ActualAnkleRightLegRight,True,,-205.8982411734026,99.21783561105892,-77.82809916942911
landmark,171,ActualKneeLeftLegFront,True,,120.52310728038933,532.1983755612151,13.846389134865154
landmark,172,ActualKneeLeftLegBack,True,,101.05695547833683,510.20411953692997,-115.0453936116723
landmark,173,ActualKneeLeftLegLeft,True,,169.07436188078427,527.1644811500682,-38.56206941941526
landmark,174,ActualKneeLeftLegRight,True,,64.53356291102077,521.1819247943896,-39.55338449885208
landmark,175,ActualKneeRightLegFront,True,,-144.3360193916669,530.2693550563195,32.06009552502637
landmark,176,ActualKneeRightLegBack,True,,-157.78934453426842,510.84158187721596,-100.00018667643513
landmark,177,ActualKneeRightLegLeft,True,,-83.77831723969827,535.58307617037,-26.72340503129951
landmark,178,ActualKneeRightLegRight,True,,-198.70556222173744,520.29516504127,-28.906890740316314
landmark,179,ActualMidLeftThighFront,True,,106.03398781811748,668.9123697978637,53.17992227620108
landmark,180,ActualMidLeftThighBack,True,,85.79771713638331,682.4314855572857,-103.08625279515788
landmark,181,ActualMidLeftThighLeft,True,,167.93379646843175,668.481035341197,-0.8201648415232965
landmark,182,ActualMidLeftThighRight,True,,40.387541133734764,664.2947244655342,-2.901835329100404
landmark,183,ActualMidRightThighFront,True,,-131.84579459980577,670.1657750949944,69.06437299641263
landmark,184,ActualMidRightThighBack,True,,-143.28136816599803,676.1362858561887,-88.04680304701228
landmark,185,ActualMidRightThighLeft,True,,-65.61357370125322,656.8385116648491,-6.3997865487832595
landmark,186,ActualMidRightThighRight,True,,-201.74465418198338,664.6257841762646,1.5206065304104894
landmark,187,BustWithDropFront,True,,-6.305408901554803,1352.0735922174522,89.66585207006955
landmark,188,BustWithDropBack,True,,-22.23093099234569,1297.522814966733,-129.03163634156914
landmark,189,BustWithDropLeft,True,,156.6013259767593,1354.98032560365,-43.025908202676675
landmark,190,BustWithDropRight,True,,-199.94870154104817,1333.6008932808522,-30.747627538758376
landmark,191,HipWidestFront,True,,-15.770564873618616,879.671064324523,82.36556615515849
landmark,192,HipWidestBack,True,,-10.417680475485412,868.1899893915471,-86.92064729773995
landmark,193,HipWidestLeft,True,,172.86220095276875,876.4081199045925,10.715387742300377
landmark,194,HipWidestRight,True,,-211.13702423811466,872.4224254982931,9.585681369951539
landmark,195,WaistAt50Front,True,,-9.157936753667025,1161.255198099438,96.69565448179848
landmark,196,WaistAt50Back,True,,-20.628509220030534,1151.7712691308132,-103.21460281282063
landmark,197,WaistAt50Left,True,,122.33777072027972,1156.7509550544064,-7.299017385142396
landmark,198,WaistAt50Right,True,,-152.8621368754794,1154.5368538767336,32.07122102298985
